zip,lat,long,county,state,n
,,,,,
10014,40.71,-73.99,New York,NY,1
,,,,,
19008,39.96,-75.35,Delaware,PA,1
,,,,,
55033,44.73,-92.85,Dakota,MN,1
,,,,,
78729,30.26,-97.74,Williamson,TX,1
,,,,,
80634,40.42,-104.74,Weld,CO,3
,,,,,
93426,35.85,-120.8,Monterey,CA,1
,,,,,
95035,37.44,-121.87,Santa Clara,CA,9
,,,,,
95123,37.23,-121.82,Santa Clara,CA,24
,,,,,
36695,30.68,-88.04,Mobile,AL,1
,,,,,
72209,34.72,-92.35,Pulaski,AR,1
,,,,,
90210,34.09,-118.41,Los Angeles,CA,2
,,,,,
94041,37.38,-122.07,Santa Clara,CA,8
,,,,,
95469,39.37,-123.02,Lake,CA,1
,,,,,
2646,41.66,-70.06,Barnstable,MA,1
,,,,,
19143,39.95,-75.16,Philadelphia,PA,1
,,,,,
7950,40.83,-74.48,Morris,NJ,1
,,,,,
27705,35.98,-78.91,Durham,NC,2
,,,,,
53726,43.07,-89.38,Dane,WI,1
,,,,,
92651,33.55,-117.78,Orange,CA,1
,,,,,
94574,38.55,-122.39,Napa,CA,10
,,,,,
1085,42.13,-72.75,Hampden,MA,1
,,,,,
8020,39.8,-75.22,Gloucester,NJ,1
,,,,,
17070,40.23,-76.87,York,PA,1
,,,,,
60654,41.83,-87.68,Cook,IL,1
,,,,,
95920,39.46,-121.93,Glenn,CA,1
,,,,,
22902,38.03,-78.48,Albemarle,VA,1
,,,,,
49024,42.2,-85.59,Kalamazoo,MI,1
,,,,,
76016,32.69,-97.12,Tarrant,TX,2
,,,,,
94952,38.21,-122.76,Sonoma,CA,23
,,,,,
48118,42.31,-84.02,Washtenaw,MI,1
,,,,,
96143,39.24,-120.04,Placer,CA,1
,,,,,
99202,47.65,-117.37,Spokane,WA,2
,,,,,
37641,36.24,-82.71,Greene,TN,1
,,,,,
40962,37.15,-83.76,Clay,KY,1
,,,,,
57106,43.54,-96.73,Minnehaha,SD,1
,,,,,
6443,41.27,-72.59,New Haven,CT,1
,,,,,
33139,25.77,-80.2,Miami-Dade,FL,1
,,,,,
33707,27.75,-82.64,Pinellas,FL,1
,,,,,
33947,26.85,-82.29,Charlotte,FL,1
,,,,,
46250,39.77,-86.14,Marion,IN,2
,,,,,
89509,39.49,-119.84,Washoe,NV,4
,,,,,
95476,38.24,-122.46,Sonoma,CA,25
,,,,,
4103,43.66,-70.25,Cumberland,ME,1
,,,,,
53179,42.51,-88.13,Kenosha,WI,1
,,,,,
97495,43.29,-123.27,Douglas,OR,1
,,,,,
32958,27.78,-80.48,Indian River,FL,1
,,,,,
94530,37.91,-122.3,Contra Costa,CA,41
,,,,,
19301,40.04,-75.49,Chester,PA,1
,,,,,
30720,34.76,-84.97,Whitfield,GA,1
,,,,,
85262,33.85,-111.78,Maricopa,AZ,1
,,,,,
94024,37.34,-122.11,Santa Clara,CA,21
,,,,,
22031,38.85,-77.29,Fairfax,VA,2
,,,,,
27107,36.1,-80.24,Forsyth,NC,1
,,,,,
48186,42.31,-83.38,Wayne,MI,1
,,,,,
70058,29.88,-90.06,Jefferson Parish,LA,1
,,,,,
78251,29.45,-98.5,Bexar,TX,1
,,,,,
85282,33.4,-111.92,Maricopa,AZ,1
,,,,,
92866,33.78,-117.84,Orange,CA,1
,,,,,
93704,36.8,-119.8,Fresno,CA,3
,,,,,
4008,44.01,-69.89,Sagadahoc,ME,1
,,,,,
95404,38.45,-122.68,Sonoma,CA,22
,,,,,
43010,39.99,-83.62,Clark,OH,1
,,,,,
48076,42.47,-83.25,Oakland,MI,2
,,,,,
48451,42.81,-83.78,Genesee,MI,1
,,,,,
94014,37.68,-122.43,San Mateo,CA,16
,,,,,
33037,25.08,-80.44,Monroe,FL,1
,,,,,
35578,33.98,-87.48,Walker,AL,1
,,,,,
70663,30.22,-93.35,Calcasieu Parish,LA,1
,,,,,
92354,34.05,-117.24,San Bernardino,CA,2
,,,,,
94087,37.35,-122.03,Santa Clara,CA,33
,,,,,
25314,38.35,-81.63,Kanawha,WV,1
,,,,,
55106,44.94,-93.1,Ramsey,MN,1
,,,,,
61611,40.67,-89.54,Tazewell,IL,1
,,,,,
64701,38.65,-94.34,Cass,MO,2
,,,,,
62262,38.92,-89.26,Fayette,IL,1
,,,,,
67214,37.68,-97.34,Sedgwick,KS,2
,,,,,
93528,35.36,-117.64,Kern,CA,1
,,,,,
95356,37.72,-121.03,Stanislaus,CA,1
,,,,,
13026,42.75,-76.7,Cayuga,NY,1
,,,,,
27514,35.92,-79.04,Orange,NC,2
,,,,,
29464,32.82,-79.86,Charleston,SC,1
,,,,,
33141,25.77,-80.2,Miami-Dade,FL,1
,,,,,
45693,38.79,-83.54,Adams,OH,1
,,,,,
53536,42.77,-89.29,Rock,WI,2
,,,,,
61822,40.11,-88.26,Champaign,IL,1
,,,,,
65807,37.19,-93.28,Greene,MO,1
,,,,,
94588,37.67,-121.93,Alameda,CA,11
,,,,,
75230,32.79,-96.76,Dallas,TX,1
,,,,,
32708,28.68,-81.27,Seminole,FL,2
,,,,,
33019,26.02,-80.16,Broward,FL,1
,,,,,
35213,33.52,-86.79,Jefferson,AL,1
,,,,,
44306,41.08,-81.52,Summit,OH,1
,,,,,
47909,40.41,-86.87,Tippecanoe,IN,2
,,,,,
84767,37.25,-112.99,Washington,UT,1
,,,,,
89117,36.14,-115.27,Clark,NV,1
,,,,,
93001,34.33,-119.31,Ventura,CA,2
,,,,,
94111,37.79,-122.39,San Francisco,CA,19
,,,,,
94947,38.1,-122.63,Marin,CA,22
,,,,,
86323,34.77,-112.45,Yavapai,AZ,1
,,,,,
91604,34.13,-118.39,Los Angeles,CA,1
,,,,,
17603,40.04,-76.3,Lancaster,PA,2
,,,,,
32563,30.65,-86.88,Santa Rosa,FL,1
,,,,,
46260,39.77,-86.14,Marion,IN,1
,,,,,
62926,37.36,-89.16,Union,IL,1
,,,,,
63301,38.79,-90.51,St Charles,MO,1
,,,,,
93955,36.62,-121.82,Monterey,CA,4
,,,,,
94143,37.76,-122.45,San Francisco,CA,2
,,,,,
20903,39.01,-77.02,Montgomery,MD,1
,,,,,
70653,30.75,-93.53,Beauregard Parish,LA,1
,,,,,
78628,30.64,-97.68,Williamson,TX,1
,,,,,
85013,33.5,-112.08,Maricopa,AZ,2
,,,,,
94061,37.46,-122.24,San Mateo,CA,32
,,,,,
94928,38.34,-122.7,Sonoma,CA,6
,,,,,
95428,39.82,-123.16,Mendocino,CA,1
,,,,,
98277,48.32,-122.63,Island,WA,1
,,,,,
1095,42.13,-72.43,Hampden,MA,1
,,,,,
4648,44.66,-67.57,Washington,ME,1
,,,,,
57501,44.37,-100.32,Hughes,SD,1
,,,,,
59102,45.76,-108.57,Yellowstone,MT,1
,,,,,
68767,42.19,-97.52,Pierce,NE,1
,,,,,
97045,45.32,-122.52,Clackamas,OR,1
,,,,,
97221,45.49,-122.72,Multnomah,OR,1
,,,,,
28739,35.32,-82.46,Henderson,NC,2
,,,,,
85345,33.57,-112.25,Maricopa,AZ,1
,,,,,
49315,42.81,-85.72,Kent,MI,1
,,,,,
79912,31.84,-106.43,El Paso,TX,1
,,,,,
94112,37.72,-122.44,San Francisco,CA,43
,,,,,
95065,37.03,-121.98,Santa Cruz,CA,5
,,,,,
96146,39.19,-120.22,Placer,CA,1
,,,,,
21009,39.46,-76.27,Harford,MD,1
,,,,,
64119,39.09,-94.58,Clay,MO,1
,,,,,
85204,33.39,-111.78,Maricopa,AZ,3
,,,,,
87109,35.11,-106.62,Bernalillo,NM,1
,,,,,
89123,36,-115.14,Clark,NV,2
,,,,,
90069,34.09,-118.38,Los Angeles,CA,2
,,,,,
91754,34.05,-118.14,Los Angeles,CA,1
,,,,,
95542,40.22,-123.97,Humboldt,CA,1
,,,,,
95811,38.59,-121.49,Sacramento,CA,4
,,,,,
1452,42.48,-72.01,Worcester,MA,1
,,,,,
15219,40.43,-79.97,Allegheny,PA,1
,,,,,
19380,39.95,-75.6,Chester,PA,2
,,,,,
37215,36.17,-86.78,Davidson,TN,1
,,,,,
79007,35.65,-101.4,Hutchinson,TX,1
,,,,,
95124,37.25,-121.92,Santa Clara,CA,23
,,,,,
98121,47.61,-122.34,King,WA,1
,,,,,
33767,27.98,-82.82,Pinellas,FL,1
,,,,,
35758,34.7,-86.74,Madison,AL,2
,,,,,
74023,35.97,-96.76,Payne,OK,1
,,,,,
94611,37.83,-122.22,Alameda,CA,97
,,,,,
30904,33.45,-81.99,Richmond,GA,1
,,,,,
90249,33.89,-118.31,Los Angeles,CA,1
,,,,,
14031,42.98,-78.6,Erie,NY,1
,,,,,
15116,40.52,-79.95,Allegheny,PA,1
,,,,,
22903,38.03,-78.48,Albemarle,VA,1
,,,,,
37934,35.87,-84.17,Knox,TN,1
,,,,,
94970,37.91,-122.66,Marin,CA,1
,,,,,
95485,39.26,-122.96,Lake,CA,1
,,,,,
2458,42.33,-71.2,Middlesex,MA,2
,,,,,
1339,42.63,-72.88,Franklin,MA,1
,,,,,
20872,39.27,-77.2,Montgomery,MD,1
,,,,,
78746,30.26,-97.74,Travis,TX,2
,,,,,
97530,42.18,-123.04,Jackson,OR,1
,,,,,
62040,38.71,-90.12,Madison,IL,1
,,,,,
85358,33.96,-112.74,Maricopa,AZ,1
,,,,,
56701,48.11,-96.17,Pennington,MN,1
,,,,,
84301,41.61,-112.12,Box Elder,UT,1
,,,,,
94801,37.96,-122.38,Contra Costa,CA,12
,,,,,
2053,42.13,-71.4,Norfolk,MA,1
,,,,,
54829,45.53,-92.02,Barron,WI,2
,,,,,
90039,34.11,-118.26,Los Angeles,CA,1
,,,,,
92625,33.6,-117.86,Orange,CA,1
,,,,,
97232,45.52,-122.64,Multnomah,OR,1
,,,,,
95018,37.08,-122.05,Santa Cruz,CA,6
,,,,,
96782,21.4,-157.96,Honolulu,HI,2
,,,,,
20744,38.73,-77,Prince George's,MD,1
,,,,,
30030,33.77,-84.29,Dekalb,GA,1
,,,,,
95602,39,-121.09,Placer,CA,1
,,,,,
97212,45.54,-122.64,Multnomah,OR,1
,,,,,
98310,47.59,-122.62,Kitsap,WA,1
,,,,,
6002,41.81,-72.73,Hartford,CT,2
,,,,,
21222,39.26,-76.49,Baltimore,MD,1
,,,,,
30075,34.03,-84.35,Fulton,GA,1
,,,,,
45840,41.04,-83.64,Hancock,OH,2
,,,,,
60613,41.83,-87.68,Cook,IL,1
,,,,,
62568,39.52,-89.26,Christian,IL,1
,,,,,
33332,26.14,-80.13,Broward,FL,1
,,,,,
54956,44.16,-88.47,Winnebago,WI,1
,,,,,
22180,38.9,-77.26,Fairfax,VA,1
,,,,,
54130,44.27,-88.26,Outagamie,WI,1
,,,,,
96130,40.57,-120.61,Lassen,CA,1
,,,,,
10016,40.71,-73.99,New York,NY,2
,,,,,
20140,38.81,-77.9,Fauquier,VA,1
,,,,,
65714,37.04,-93.29,Christian,MO,1
,,,,,
94544,37.63,-122.04,Alameda,CA,7
,,,,,
95403,38.5,-122.76,Sonoma,CA,8
,,,,,
95633,38.84,-120.83,El Dorado,CA,1
,,,,,
10028,40.71,-73.99,New York,NY,1
,,,,,
95433,38.29,-122.48,Sonoma,CA,1
,,,,,
15227,40.43,-79.97,Allegheny,PA,1
,,,,,
40023,38.16,-85.42,Spencer,KY,1
,,,,,
40056,38.31,-85.48,Oldham,KY,1
,,,,,
62711,39.76,-89.72,Sangamon,IL,1
,,,,,
94930,37.98,-122.6,Marin,CA,13
,,,,,
95008,37.28,-121.95,Santa Clara,CA,17
,,,,,
98133,47.73,-122.34,King,WA,2
,,,,,
15239,40.43,-79.97,Allegheny,PA,1
,,,,,
32259,30.08,-81.59,St Johns,FL,1
,,,,,
63445,40.42,-91.71,Clark,MO,1
,,,,,
74135,36.12,-95.91,Tulsa,OK,1
,,,,,
95501,40.8,-124.15,Humboldt,CA,4
,,,,,
96741,21.92,-159.52,Kauai,HI,1
,,,,,
22191,38.63,-77.26,Prince William,VA,1
,,,,,
23111,37.62,-77.35,Hanover,VA,1
,,,,,
33321,26.14,-80.13,Broward,FL,1
,,,,,
46798,40.93,-85.2,Allen,IN,1
,,,,,
63026,38.53,-90.45,St Louis,MO,1
,,,,,
92131,32.89,-117.07,San Diego,CA,1
,,,,,
93430,35.48,-120.92,San Luis Obispo,CA,1
,,,,,
5462,44.33,-72.98,Chittenden,VT,1
,,,,,
55305,44.92,-93.4,Hennepin,MN,1
,,,,,
78254,29.45,-98.5,Bexar,TX,1
,,,,,
94129,37.79,-122.46,San Francisco,CA,4
,,,,,
44266,41.15,-81.24,Portage,OH,1
,,,,,
50010,42.02,-93.62,Story,IA,2
,,,,,
73401,34.19,-97.11,Carter,OK,1
,,,,,
90292,33.97,-118.43,Los Angeles,CA,1
,,,,,
6606,41.18,-73.19,Fairfield,CT,1
,,,,,
27712,35.98,-78.91,Durham,NC,1
,,,,,
59457,47.01,-109.34,Fergus,MT,1
,,,,,
76137,32.75,-97.33,Tarrant,TX,2
,,,,,
80550,40.48,-104.9,Weld,CO,2
,,,,,
94539,37.51,-121.89,Alameda,CA,19
,,,,,
10309,40.58,-74.14,Richmond,NY,1
,,,,,
77095,29.76,-95.38,Harris,TX,1
,,,,,
92677,33.53,-117.7,Orange,CA,2
,,,,,
29483,33,-80.17,Dorchester,SC,1
,,,,,
33549,28.13,-82.46,Hillsborough,FL,1
,,,,,
91355,34.41,-118.56,Los Angeles,CA,1
,,,,,
95746,38.76,-121.16,Placer,CA,2
,,,,,
8873,40.49,-74.48,Somerset,NJ,1
,,,,,
38401,35.62,-87.04,Maury,TN,1
,,,,,
48045,42.58,-82.81,Macomb,MI,1
,,,,,
94130,37.81,-122.36,San Francisco,CA,1
,,,,,
10504,41.13,-73.71,Westchester,NY,1
,,,,,
46064,40,-85.74,Madison,IN,1
,,,,,
94518,37.95,-122.02,Contra Costa,CA,9
,,,,,
95690,38.23,-121.58,Sacramento,CA,2
,,,,,
55044,44.67,-93.24,Dakota,MN,2
,,,,,
95620,38.39,-121.81,Solano,CA,1
,,,,,
98014,47.64,-121.89,King,WA,1
,,,,,
21205,39.3,-76.61,Baltimore City,MD,2
,,,,,
44303,41.08,-81.52,Summit,OH,1
,,,,,
63103,38.63,-90.24,St Louis City,MO,1
,,,,,
83629,43.92,-116.17,Boise,ID,1
,,,,,
94019,37.44,-122.41,San Mateo,CA,19
,,,,,
94973,38,-122.64,Marin,CA,6
,,,,,
97211,45.57,-122.62,Multnomah,OR,1
,,,,,
67203,37.68,-97.34,Sedgwick,KS,1
,,,,,
90066,34,-118.43,Los Angeles,CA,1
,,,,,
92103,32.74,-117.17,San Diego,CA,1
,,,,,
94133,37.8,-122.41,San Francisco,CA,32
,,,,,
28226,35.19,-80.83,Mecklenburg,NC,1
,,,,,
71457,31.75,-93.09,Natchitoches Parish,LA,1
,,,,,
85701,32.21,-110.96,Pima,AZ,1
,,,,,
92024,33.05,-117.25,San Diego,CA,3
,,,,,
8850,40.45,-74.43,Middlesex,NJ,1
,,,,,
1536,42.23,-71.69,Worcester,MA,1
,,,,,
13775,42.34,-75.16,Delaware,NY,1
,,,,,
91501,34.19,-118.29,Los Angeles,CA,1
,,,,,
93907,36.76,-121.65,Monterey,CA,2
,,,,,
94121,37.77,-122.49,San Francisco,CA,66
,,,,,
94562,38.42,-122.4,Napa,CA,1
,,,,,
94590,38.09,-122.25,Solano,CA,11
,,,,,
95826,38.54,-121.38,Sacramento,CA,3
,,,,,
97215,45.51,-122.59,Multnomah,OR,1
,,,,,
1824,42.59,-71.36,Middlesex,MA,1
,,,,,
6484,41.3,-73.13,Fairfield,CT,1
,,,,,
15120,40.4,-79.9,Allegheny,PA,1
,,,,,
18951,40.43,-75.34,Bucks,PA,2
,,,,,
30092,33.94,-84.2,Gwinnett,GA,1
,,,,,
63123,38.63,-90.24,St Louis,MO,1
,,,,,
94621,37.73,-122.2,Alameda,CA,1
,,,,,
45227,39.09,-84.51,Hamilton,OH,1
,,,,,
46845,41.07,-85.13,Allen,IN,1
,,,,,
94925,37.92,-122.51,Marin,CA,16
,,,,,
97008,45.45,-122.79,Washington,OR,1
,,,,,
98105,47.66,-122.29,King,WA,2
,,,,,
4105,43.72,-70.24,Cumberland,ME,1
,,,,,
85044,33.34,-112.06,Maricopa,AZ,2
,,,,,
94503,38.18,-122.25,Napa,CA,3
,,,,,
94522,38.01,-122.02,Contra Costa,CA,1
,,,,,
95203,37.95,-121.32,San Joaquin,CA,2
,,,,,
95341,37.33,-120.48,Merced,CA,1
,,,,,
13108,42.98,-76.34,Onondaga,NY,1
,,,,,
53703,43.07,-89.38,Dane,WI,1
,,,,,
77005,29.76,-95.38,Harris,TX,1
,,,,,
94102,37.77,-122.41,San Francisco,CA,24
,,,,,
96080,40.13,-122.43,Tehama,CA,2
,,,,,
97410,42.78,-123.12,Douglas,OR,1
,,,,,
7043,40.82,-74.21,Essex,NJ,1
,,,,,
77479,29.61,-95.61,Fort Bend,TX,1
,,,,,
84050,41.01,-111.67,Morgan,UT,1
,,,,,
87112,35.11,-106.62,Bernalillo,NM,1
,,,,,
2145,42.39,-71.1,Middlesex,MA,1
,,,,,
8036,39.98,-74.82,Burlington,NJ,1
,,,,,
46815,41.07,-85.13,Allen,IN,1
,,,,,
90405,34.01,-118.46,Los Angeles,CA,1
,,,,,
95064,36.98,-122.06,Santa Cruz,CA,1
,,,,,
6040,41.78,-72.51,Hartford,CT,1
,,,,,
19002,40.15,-75.22,Montgomery,PA,1
,,,,,
95466,39.07,-123.52,Mendocino,CA,1
,,,,,
97051,45.88,-122.92,Columbia,OR,2
,,,,,
10552,40.91,-73.82,Westchester,NY,1
,,,,,
22209,38.87,-77.1,Arlington,VA,2
,,,,,
52755,41.48,-91.42,Johnson,IA,1
,,,,,
59101,45.65,-108.38,Yellowstone,MT,1
,,,,,
71111,32.51,-93.66,Bossier Parish,LA,1
,,,,,
85054,33.67,-111.95,Maricopa,AZ,1
,,,,,
34114,26.14,-81.79,Collier,FL,1
,,,,,
44131,41.38,-81.64,Cuyahoga,OH,1
,,,,,
64150,39.09,-94.58,Platte,MO,1
,,,,,
85018,33.5,-111.98,Maricopa,AZ,1
,,,,,
97321,44.62,-123.13,Benton,OR,2
,,,,,
30115,34.24,-84.49,Cherokee,GA,1
,,,,,
34654,28.24,-82.71,Pasco,FL,1
,,,,,
46544,41.66,-86.16,St Joseph,IN,1
,,,,,
99216,47.69,-117.19,Spokane,WA,1
,,,,,
20016,38.89,-77.03,District of Columbia,DC,2
,,,,,
30033,33.77,-84.29,Dekalb,GA,2
,,,,,
63052,38.36,-90.37,Jefferson,MO,1
,,,,,
7094,40.78,-74.06,Hudson,NJ,1
,,,,,
70605,30.21,-93.2,Calcasieu Parish,LA,1
,,,,,
90802,33.75,-118.2,Los Angeles,CA,1
,,,,,
92018,33.16,-117.34,San Diego,CA,1
,,,,,
95132,37.42,-121.77,Santa Clara,CA,7
,,,,,
20170,38.96,-77.38,Fairfax,VA,1
,,,,,
46360,41.71,-86.87,La Porte,IN,1
,,,,,
55362,45.3,-93.8,Wright,MN,1
,,,,,
80305,40.02,-105.25,Boulder,CO,1
,,,,,
80457,39.65,-105.3,Jefferson,CO,1
,,,,,
95005,37.1,-122.08,Santa Cruz,CA,1
,,,,,
95448,38.63,-122.89,Sonoma,CA,11
,,,,,
74114,36.12,-95.91,Tulsa,OK,2
,,,,,
85053,33.62,-112.13,Maricopa,AZ,1
,,,,,
94305,37.41,-122.17,Santa Clara,CA,6
,,,,,
95376,37.73,-121.42,San Joaquin,CA,3
,,,,,
46202,39.77,-86.14,Marion,IN,2
,,,,,
70003,29.99,-90.17,Jefferson Parish,LA,2
,,,,,
98225,48.73,-122.48,Whatcom,WA,2
,,,,,
24060,37.23,-80.42,Montgomery,VA,2
,,,,,
47203,39.21,-85.91,Bartholomew,IN,1
,,,,,
84057,40.31,-111.71,Utah,UT,1
,,,,,
85751,32.24,-110.83,Pima,AZ,1
,,,,,
92807,33.85,-117.79,Orange,CA,1
,,,,,
94515,38.62,-122.61,Napa,CA,3
,,,,,
2026,42.24,-71.17,Norfolk,MA,1
,,,,,
17543,40.15,-76.3,Lancaster,PA,1
,,,,,
44092,41.6,-81.46,Lake,OH,1
,,,,,
59433,47.88,-111.75,Teton,MT,1
,,,,,
60714,42.02,-87.8,Cook,IL,1
,,,,,
75232,32.79,-96.76,Dallas,TX,1
,,,,,
85304,33.59,-112.17,Maricopa,AZ,1
,,,,,
94022,37.36,-122.14,Santa Clara,CA,20
,,,,,
30316,33.72,-84.32,Dekalb,GA,1
,,,,,
34951,27.44,-80.32,St Lucie,FL,1
,,,,,
76227,33.3,-96.98,Denton,TX,1
,,,,,
77002,29.76,-95.38,Harris,TX,1
,,,,,
80222,39.76,-104.87,Arapahoe,CO,1
,,,,,
94703,37.86,-122.27,Alameda,CA,29
,,,,,
94949,38.06,-122.54,Marin,CA,23
,,,,,
95608,38.62,-121.32,Sacramento,CA,5
,,,,,
70764,30.28,-91.24,Iberville Parish,LA,1
,,,,,
94541,37.67,-122.08,Alameda,CA,10
,,,,,
95148,37.33,-121.77,Santa Clara,CA,7
,,,,,
48446,43.04,-83.32,Lapeer,MI,1
,,,,,
64064,38.91,-94.38,Jackson,MO,1
,,,,,
95138,37.24,-121.73,Santa Clara,CA,1
,,,,,
8833,40.64,-74.83,Hunterdon,NJ,1
,,,,,
19520,40.15,-75.83,Chester,PA,1
,,,,,
54451,45.13,-90.34,Taylor,WI,1
,,,,,
63348,38.81,-90.96,St Charles,MO,1
,,,,,
90813,33.78,-118.18,Los Angeles,CA,1
,,,,,
95521,40.85,-124.05,Humboldt,CA,4
,,,,,
15108,40.51,-80.16,Allegheny,PA,1
,,,,,
29909,32.3,-80.92,Beaufort,SC,1
,,,,,
60403,41.55,-88.12,Will,IL,1
,,,,,
92660,33.62,-117.87,Orange,CA,4
,,,,,
20895,39.02,-77.07,Montgomery,MD,2
,,,,,
33433,26.37,-80.1,Palm Beach,FL,1
,,,,,
43907,40.26,-80.99,Harrison,OH,1
,,,,,
56320,45.45,-94.43,Stearns,MN,1
,,,,,
96709,21.34,-158.08,Honolulu,HI,1
,,,,,
15037,40.27,-79.88,Allegheny,PA,1
,,,,,
20002,38.89,-77.03,District of Columbia,DC,2
,,,,,
77304,30.32,-95.47,Montgomery,TX,1
,,,,,
85028,33.56,-112,Maricopa,AZ,3
,,,,,
29672,34.68,-82.95,Oconee,SC,1
,,,,,
55311,45.11,-93.39,Hennepin,MN,1
,,,,,
75559,33.5,-94.61,Bowie,TX,1
,,,,,
1834,42.75,-71.03,Essex,MA,2
,,,,,
14222,42.88,-78.85,Erie,NY,1
,,,,,
29841,33.51,-81.95,Aiken,SC,1
,,,,,
61607,40.74,-89.6,Peoria,IL,1
,,,,,
78732,30.26,-97.74,Travis,TX,1
,,,,,
93906,36.72,-121.63,Monterey,CA,3
,,,,,
94707,37.9,-122.28,Alameda,CA,46
,,,,,
95304,37.69,-121.39,San Joaquin,CA,1
,,,,,
19406,40.09,-75.38,Montgomery,PA,1
,,,,,
55347,44.84,-93.45,Hennepin,MN,1
,,,,,
75219,32.79,-96.76,Dallas,TX,1
,,,,,
91387,34.4,-118.4,Los Angeles,CA,1
,,,,,
11209,40.64,-73.94,Kings,NY,1
,,,,,
11747,40.78,-73.41,Suffolk,NY,1
,,,,,
28333,35.27,-78.03,Wayne,NC,1
,,,,,
28778,35.6,-82.39,Buncombe,NC,1
,,,,,
45044,39.5,-84.37,Butler,OH,1
,,,,,
45833,40.84,-84.33,Allen,OH,1
,,,,,
53949,43.79,-89.33,Marquette,WI,1
,,,,,
60048,42.28,-87.96,Lake,IL,3
,,,,,
20874,39.17,-77.26,Montgomery,MD,1
,,,,,
55104,44.94,-93.1,Ramsey,MN,1
,,,,,
55446,44.96,-93.26,Hennepin,MN,2
,,,,,
92372,34.47,-117.62,San Bernardino,CA,1
,,,,,
94607,37.81,-122.3,Alameda,CA,14
,,,,,
95030,37.22,-121.99,Santa Clara,CA,13
,,,,,
25411,39.55,-78.21,Morgan,WV,1
,,,,,
30263,33.37,-84.78,Coweta,GA,2
,,,,,
42045,37,-88.23,Livingston,KY,1
,,,,,
43212,39.98,-82.98,Franklin,OH,1
,,,,,
54459,45.44,-90.29,Price,WI,1
,,,,,
85743,32.3,-111.16,Pima,AZ,1
,,,,,
11222,40.64,-73.94,Kings,NY,1
,,,,,
80218,39.76,-104.87,Denver,CO,1
,,,,,
80401,39.73,-105.21,Jefferson,CO,3
,,,,,
83402,43.52,-112.27,Bonneville,ID,1
,,,,,
91711,34.12,-117.71,Los Angeles,CA,1
,,,,,
93711,36.84,-119.82,Fresno,CA,4
,,,,,
93722,36.79,-119.92,Fresno,CA,3
,,,,,
95444,38.43,-122.86,Sonoma,CA,3
,,,,,
95660,38.66,-121.37,Sacramento,CA,1
,,,,,
27516,35.92,-79.04,Orange,NC,1
,,,,,
15217,40.43,-79.97,Allegheny,PA,1
,,,,,
21501,39.65,-78.76,Allegany,MD,1
,,,,,
30329,33.82,-84.32,Dekalb,GA,1
,,,,,
94103,37.77,-122.41,San Francisco,CA,22
,,,,,
99223,47.59,-117.35,Spokane,WA,1
,,,,,
43420,41.35,-83.11,Sandusky,OH,1
,,,,,
95117,37.31,-121.96,Santa Clara,CA,6
,,,,,
95762,38.68,-121.05,El Dorado,CA,2
,,,,,
32303,30.45,-84.28,Leon,FL,1
,,,,,
10023,40.71,-73.99,New York,NY,3
,,,,,
34212,27.48,-82.57,Manatee,FL,2
,,,,,
49677,43.87,-85.5,Osceola,MI,1
,,,,,
73130,35.46,-97.51,Oklahoma,OK,1
,,,,,
97801,45.73,-118.79,Umatilla,OR,1
,,,,,
6073,41.65,-72.56,Hartford,CT,1
,,,,,
30546,34.94,-83.75,Towns,GA,1
,,,,,
46228,39.77,-86.14,Marion,IN,1
,,,,,
91978,32.71,-116.94,San Diego,CA,1
,,,,,
99504,61.17,-149.63,Anchorage Borough,AK,1
,,,,,
49646,44.73,-85.17,Kalkaska,MI,1
,,,,,
53045,43.06,-88.11,Waukesha,WI,1
,,,,,
96744,21.41,-157.79,Honolulu,HI,8
,,,,,
98004,47.61,-122.21,King,WA,1
,,,,,
41086,38.67,-84.9,Gallatin,KY,1
,,,,,
56401,46.35,-94.19,Crow Wing,MN,1
,,,,,
75088,32.9,-96.55,Dallas,TX,2
,,,,,
77354,30.21,-95.74,Montgomery,TX,1
,,,,,
85253,33.54,-111.96,Maricopa,AZ,2
,,,,,
96734,21.4,-157.73,Honolulu,HI,6
,,,,,
59801,46.85,-113.99,Missoula,MT,1
,,,,,
19085,40.03,-75.35,Delaware,PA,1
,,,,,
77071,29.76,-95.38,Harris,TX,1
,,,,,
87047,35.16,-106.36,Bernalillo,NM,1
,,,,,
95831,38.49,-121.53,Sacramento,CA,10
